tip,ad,lat,lon,ilce,kaynak
polis,Bayrampaşa Zabıta Müdürlüğü,41.044873,28.894677,BAYRAMPASA,OSM
hastane,Academic Hospital,41.01971,29.035012,USKUDAR,OSM
itfaiye,Kocamustafapaşa İtfaiye İstasyonu,41.009203,28.934043,FATIH,OSM
polis,Cibali Karakolu,41.026313,28.958597,FATIH,OSM
hastane,Bayrampaşa Devlet Hastanesi,41.04202,28.902067,BAYRAMPASA,OSM
toplanma_alani,Mahmutbey Mesleki ve Teknik Anadolu Lisesi,41.061779,28.836831,BAGCILAR,OSM
hastane,Özel Küçükçekmece Hastanesi,40.999616,28.780526,KUCUKCEKMECE,OSM
hastane,Cerrahpaşa Tıp Fakültesi,41.004018,28.941582,FATIH,OSM
itfaiye,Yenişehir İtfaiye İstasyonu,40.940548,29.305217,PENDIK,OSM
hastane,Nisa Hastanesi Acil,40.998961,28.829491,BAHCELIEVLER,OSM
hastane,Nisa Hastanesi,40.999423,28.830243,BAHCELIEVLER,OSM
hastane,Pendik Devlet Hastanesi,40.877107,29.229548,PENDIK,OSM
hastane,Medicana Kadıköy,40.98532,29.038165,KADIKOY,OSM
hastane,Sante Plus Hastanesi,40.998418,28.894347,ZEYTINBURNU,OSM
itfaiye,Karaburun Gönüllü İtfaiye İstasyonu,41.347068,28.682098,ARNAVUTKOY,OSM
polis,Darıca İlçe Emniyeti,40.757637,29.385914,,OSM
hastane,Kaynarca Devlet Hastanesi,40.873453,29.25325,PENDIK,OSM
hastane,Özel Pendik Bölge Hastanesi,40.88279,29.245852,PENDIK,OSM
hastane,Pendik Hospital,40.883569,29.244356,PENDIK,OSM
hastane,Bahat Özel Hastanesi,41.106122,28.860323,SULTANGAZI,OSM
hastane,Yedikule Göğüs Hastalıkları ve Göğüs Cerrahisi Eğitim ve Araştırma Hastanesi,41.002012,28.915276,ZEYTINBURNU,OSM
hastane,Diş Sağlık Merkezi,41.097168,29.091253,BEYKOZ,OSM
polis,Kayaşehir Polis Merkezi Amirliği,41.10403,28.762986,BASAKSEHIR,OSM
hastane,Bezmialem Üniversitesi İlhan Varank Yerleşkesi,41.094972,28.864783,SULTANGAZI,OSM
hastane,Özel Yüzyıl Hastanesi,40.802204,29.440115,,OSM
polis,Gebze Emniyet Müdürlüğü,40.799639,29.438888,,OSM
itfaiye,Yakacık İtfaiye İstasyonu,40.943561,29.214872,KARTAL,OSM
hastane,Bahçeşehir Semt Polikliniği,41.062488,28.683931,BASAKSEHIR,OSM
hastane,İstanbul Gaziosmanpaşa Eğitim ve Araştırma Hastanesi,41.086465,28.898077,GAZIOSMANPASA,OSM
hastane,Cemal Pamuk Aile Sağlığı Merkezi,40.99914,28.785437,KUCUKCEKMECE,OSM
polis,Kanarya Polis Merkezi,41.011128,28.785905,KUCUKCEKMECE,OSM
itfaiye,Sağmalcılar İtfaiye İstasyonu,41.032303,28.912443,BAYRAMPASA,OSM
hastane,Sancaktepe Şehit Prof.Dr. İlhan Varank Eğitim Ve Araştırma Hastanesi,41.005354,29.19622,SANCAKTEPE,OSM
hastane,Haseki Eğitim Ve Araştırma Hastanesi,41.009739,28.899312,ZEYTINBURNU,OSM
polis,T.C. İstanbul Emniyet Müdürlüğü Eğitim Ve Kongre Merkezi,41.012389,28.902284,ZEYTINBURNU,OSM
toplanma_alani,Bağcılar Göztepe Mahallesi Otopark Zemin Üstü Parkı,41.056498,28.835303,BAGCILAR,OSM
itfaiye,Heybeliada İtfaiye İstasyonu,40.876525,29.100033,ADALAR,OSM
polis,Kazım Karabekir Polis Karakolu,41.043165,29.103973,UMRANIYE,OSM
polis,Haliç Polis Merkezi Amirliği,41.038833,28.955196,BEYOGLU,OSM
hastane,Özel Safa Hastanesi,41.022723,28.857204,BAGCILAR,OSM
toplanma_alani,Aşık Şenlik Parkı,41.06109,28.83671,BAGCILAR,OSM
toplanma_alani,Fürüzan Sadık İlkokulu,41.059415,28.834182,BAGCILAR,OSM
hastane,Özel Yaman Cerrahi Tıp Merkezi,41.027416,28.82964,BAGCILAR,OSM
itfaiye,Mahmutbey İtfaiye İstasyonu,41.054195,28.830908,BAGCILAR,OSM
hastane,,41.067872,28.852349,BAGCILAR,OSM
hastane,Özel Akkuş Ağız ve Diş Sağlığı Polikliniği,41.038425,28.827105,BAGCILAR,OSM
itfaiye,Bağcılar İtfaiye İstasyonu,41.05021,28.858584,BAGCILAR,OSM
polis,Sancaktepe İlçe Emniyet Müdürlüğü,40.986821,29.22319,SANCAKTEPE,OSM
hastane,Gaziosmanpaşa Fizik Tedavi Rehabilitasyon Eğitim ve Araştırma Hastanesi,41.089079,28.908326,GAZIOSMANPASA,OSM
hastane,Beykoz Devlet Hastanesi,41.117614,29.098206,BEYKOZ,OSM
hastane,,41.294492,27.998533,,OSM
hastane,Özel Optimed Hastanesi,41.294681,27.998105,,OSM
hastane,Tuzla Devlet Hastanesi,40.84439,29.303256,TUZLA,OSM
itfaiye,Orhanlı İtfaiye İstasyonu,40.885958,29.351816,TUZLA,OSM
hastane,Yakacık Tıp Merkezi,40.920067,29.224354,KARTAL,OSM
hastane,İstinye Devlet Hastanesi,41.115136,29.055756,SARIYER,OSM
hastane,İstinye Devlet Hastanesi,41.114999,29.055412,SARIYER,OSM
hastane,Okan Üniversitesi Diş Hastanesi,40.859123,29.301704,TUZLA,OSM
polis,Yakacık Polis Merkezi,40.916685,29.222516,KARTAL,OSM
hastane,Bolluca Sağlık Ocağı,41.199981,28.762318,ARNAVUTKOY,OSM
hastane,Okan Üniversitesi Hastanesi,40.849257,29.301877,TUZLA,OSM
hastane,Tuzla Termal Tesisleri,40.844869,29.294649,TUZLA,OSM
hastane,Özel Gisbir Hastanesi,40.847634,29.294415,TUZLA,OSM
hastane,Büyükçekmece Mimar Sinan Devlet Hastanesi,41.017107,28.555184,BUYUKCEKMECE,OSM
polis,Acıbadem Polis Merkezi,41.008614,29.036832,KADIKOY,OSM
hastane,İstanbul Florence Nightingale Hastanesi,41.069558,28.983983,SISLI,OSM
itfaiye,Davutpaşa İtfaiye İstasyonu,41.026319,28.894834,ESENLER,OSM
hastane,Lokman Hekim Hastanesi,40.925263,29.291189,PENDIK,OSM
polis,Yenişehir Polis Karakolu,40.924859,29.301306,PENDIK,OSM
toplanma_alani,Aşık Şenlik Ortaokulu,41.057578,28.837945,BAGCILAR,OSM
polis,Şehit Adil Gözalıcı Polis Merkezi,40.877024,29.236613,PENDIK,OSM
hastane,Marmara Üniversitesi Prof. Dr. Asaf Ataseven Hastanesi,40.950615,29.138255,MALTEPE,OSM
hastane,,40.949184,29.138992,MALTEPE,OSM
hastane,,40.949149,29.139491,MALTEPE,OSM
hastane,VM Medical Park Pendik,40.880631,29.256522,PENDIK,OSM
hastane,Özel Pendik Yüzyıl Hastanesi,40.879247,29.261298,PENDIK,OSM
polis,Çamçeşme Polis Merkezi Amirliği,40.878471,29.270909,PENDIK,OSM
itfaiye,,41.069171,29.663203,SILE,OSM
hastane,Darıca Farabi Eğitim ve Araştırma Hastanesi,40.770695,29.406595,,OSM
hastane,Kurtköy Ersoy Hastanesi,40.910619,29.298019,PENDIK,OSM
polis,Ümraniye Çocuk Büro Amirliği,41.006605,29.110823,UMRANIYE,OSM
itfaiye,Çanta İtfaiye İstasyonu,41.085719,28.079539,SILIVRI,OSM
polis,Kocaeli Emniyeti Asayiş Şube Müdürlüğü,40.762473,29.934531,,OSM
hastane,Yeditepe Üniversitesi İhtisas Hastanesi,41.004097,29.031282,KADIKOY,OSM
polis,Pendik İlçe Emniyet Müdürlüğü,40.880315,29.244736,PENDIK,OSM
hastane,Medicana Ataşehir Hastanesi,40.983544,29.106998,ATASEHIR,OSM
itfaiye,Güngören İtfaiye İstasyonu,41.016936,28.888463,GUNGOREN,OSM
itfaiye,Florya İtfaiye İstasyonu,40.963116,28.807952,BAKIRKOY,OSM
hastane,Maltepe Altayçeşme Devlet Hastanesi,40.936871,29.134991,MALTEPE,OSM
hastane,Ersoy Hastanesi,40.933152,29.134705,MALTEPE,OSM
polis,,41.022888,29.059042,USKUDAR,OSM
hastane,Özel Baypark Hospital,41.063023,28.891076,BAYRAMPASA,OSM
hastane,Mehmet Toprak Hastanesi,40.917211,29.145629,MALTEPE,OSM
hastane,Medical Park İstanbul Onkoloji Hastanesi,40.92241,29.153669,MALTEPE,OSM
hastane,Özel Medicine Hospital Güneşli,41.030151,28.838502,BAGCILAR,OSM
hastane,Yavuz Selim Devlet Hastanesi Poliklinikleri,40.901587,29.204514,KARTAL,OSM
itfaiye,Kartal İtfaiye İstasyonu,40.891746,29.195636,KARTAL,OSM
hastane,Dünyagöz,40.984392,29.111463,ATASEHIR,OSM
itfaiye,Mecidiyeköy İtfaiye İstasyonu,41.065889,28.996805,SISLI,OSM
itfaiye,Sancaktepe İtfaiye İstasyonu,41.015556,29.244626,SANCAKTEPE,OSM
itfaiye,Kağıthane İtfaiye İstasyonu,41.086276,28.964931,EYUPSULTAN,OSM
hastane,Moodist Psikiyatri ve Nöroloji Hastanesi,41.002348,29.053414,USKUDAR,OSM
hastane,Acıbadem Ataşehir Hastanesi,40.994583,29.127067,ATASEHIR,OSM
hastane,112 Acil Anadolu Komuta Kontrol Merkezi,41.007587,29.030447,USKUDAR,OSM
itfaiye,Üsküdar İtfaiye İstasyonu,41.019848,29.011682,USKUDAR,OSM
hastane,Optimed Kapaklı,41.325433,27.979396,,OSM
hastane,Ataşehir Ağız ve Diş Sağlığı Hastanesi,40.990687,29.109163,ATASEHIR,OSM
polis,Çekmeköy İlçe Emniyet Müdürlüğü,41.031402,29.232962,CEKMEKOY,OSM
hastane,Acıbadem Ataşehir Cerrahi Tıp Merkezi,40.985603,29.108687,ATASEHIR,OSM
polis,Haliç Polis Merkezi Amirliği,41.038862,28.955271,BEYOGLU,OSM
hastane,Acıbadem Bahçeşehir Hastanesi,41.062669,28.688391,BASAKSEHIR,OSM
hastane,Medicana Çamlıca Hastanesi,41.024711,29.08346,USKUDAR,OSM
hastane,Medicana,41.024308,29.082551,USKUDAR,OSM
itfaiye,Silivri İtfaiye İstasyonu,41.076202,28.255457,SILIVRI,OSM
hastane,Özel İlke Hastanesi,40.997628,28.834856,BAHCELIEVLER,OSM
hastane,Ataköy Hastanesi,40.99253,28.840643,BAHCELIEVLER,OSM
hastane,Sultantepe ASM,41.028381,29.02113,USKUDAR,OSM
hastane,Taksim Eğitim ve Araştırma Hastanesi,41.033091,28.983133,BEYOGLU,OSM
hastane,Beykoz Devlet Hastanesi Toplum Ruh Sağlığı Merkezi,41.153927,29.093447,BEYKOZ,OSM
polis,C Bölgesi Trafik Amirliği,40.980424,29.056404,KADIKOY,OSM
hastane,Başakşehir Çam ve Sakura Şehir Hastanesi,41.104526,28.776427,BASAKSEHIR,OSM
hastane,Özel Avrupa Tıp Merkezi,41.025705,28.685186,ESENYURT,OSM
itfaiye,Alibeyköy İtfaiye İstasyonu,41.07987,28.937217,EYUPSULTAN,OSM
hastane,SBÜ Bağcılar Eğitim ve Araştırma Hastanesi Güneşli Semt Polikliniğ,41.035658,28.832284,BAGCILAR,OSM
hastane,Mehmet Remzi Önecek Aile Sağlığı Merkezi,41.040604,28.6714,ESENYURT,OSM
polis,Silivri Bölge Trafik Denetleme İstasyon Amirliği,41.07837,28.239043,SILIVRI,OSM
hastane,Teke Köyü Sağlık Evi,41.068836,29.66488,SILE,OSM
hastane,Sancaktepe Prof. Dr. Feriha Öz Acil Durum Hastanesi,41.000213,29.210586,SANCAKTEPE,OSM
hastane,Kartal Dr Lütfi Kırdar Eğitim ve Araştırma Hastane Polİklİnİklerİ,40.917025,29.171003,KARTAL,OSM
polis,Beşiktaş İlçe Emniyet Müdürlüğü Çocuk Büro Amirliği,41.078333,29.044433,BESIKTAS,OSM
polis,Taşdelen Emniyet Müdürlüğü,41.03324,29.235198,CEKMEKOY,OSM
itfaiye,Avcılar İtfaiye İstasyonu,40.993546,28.712981,AVCILAR,OSM
polis,Şile İlçe Emniyet,41.177871,29.612018,SILE,OSM
hastane,İstanbul Fizik Tedavi ve Rehabilitasyon Eğitim Ve Araştırma Hastanesi,40.995288,28.854609,BAHCELIEVLER,OSM
hastane,Sarıyer İsmail Akgün Devlet Hastanesi,41.169436,29.056699,SARIYER,OSM
hastane,,40.993576,28.66931,BEYLIKDUZU,OSM
hastane,,40.986723,29.111609,ATASEHIR,OSM
itfaiye,Beylikdüzü İtfaiye İstasyonu,40.99828,28.643533,BEYLIKDUZU,OSM
hastane,Büyük Çavuşlu Aile Sağlığı Mer. (Medical Clinic),41.239128,28.064495,SILIVRI,OSM
hastane,Silivri Kolan Hastanesi,41.072081,28.258437,SILIVRI,OSM
hastane,Acıbadem Dr. Şinasi Can (Kadıköy) Hastanesi,41.00716,29.042913,KADIKOY,OSM
polis,,41.036058,28.977337,BEYOGLU,OSM
hastane,Yedikule Surp Pırgiç Ermeni Hastanesi,40.993903,28.915402,ZEYTINBURNU,OSM
hastane,,40.832329,29.31673,TUZLA,OSM
itfaiye,Ataşehir İtfaiye İstasyonu,40.979275,29.147104,ATASEHIR,OSM
hastane,Özel Cenk Teker Tıp Merkezi,41.078813,28.25612,SILIVRI,OSM
hastane,AsMed,40.992102,29.116054,ATASEHIR,OSM
hastane,Ataşehir Florence Nightingale,40.984549,29.109271,ATASEHIR,OSM
hastane,Özel Ataşehir Florence Nightingale Hastanesi,40.984778,29.108771,ATASEHIR,OSM
hastane,Esthetica,40.985173,29.110004,ATASEHIR,OSM
hastane,Beykent Üniversitesi Hastanesi,41.017543,28.62623,BUYUKCEKMECE,OSM
itfaiye,Beykent İtfaiye İstasyonu,41.017388,28.620998,BUYUKCEKMECE,OSM
hastane,Özel Kudret Göz Hastanesi,40.998136,29.032981,KADIKOY,OSM
polis,,40.995145,29.04155,KADIKOY,OSM
itfaiye,,40.792352,29.551005,,OSM
hastane,Çağıner Hastanesi,40.996204,29.045169,KADIKOY,OSM
polis,Beşiktaş Trafik Büro Amirliği,41.045936,29.016689,BESIKTAS,OSM
itfaiye,Ünalan İtfaiye İstasyonu,41.001782,29.072279,USKUDAR,OSM
polis,Beşiktaş İlçe Emniyet Müdürlüğü,41.045418,29.016451,BESIKTAS,OSM
polis,Hereke Polis Karakolu,40.784854,29.616641,,OSM
hastane,Gebze Fatih Devlet Hastanesi,40.790666,29.420526,,OSM
hastane,Küçükçekmece Ağız ve Diş Sağlığı Merkezi,41.021805,28.790296,KUCUKCEKMECE,OSM
hastane,Sultangazi Haseki Eğitim ve Araştırma Hastanesi,41.104748,28.87312,SULTANGAZI,OSM
hastane,Central Hospital,40.96591,29.100212,KADIKOY,OSM
hastane,Erdem Hastanesi,41.025167,29.082224,USKUDAR,OSM
hastane,Silivri Devlet Hastanesi,41.077912,28.250086,SILIVRI,OSM
hastane,Sultanbeyli Devlet Hastanesi,40.985375,29.283711,SULTANBEYLI,OSM
hastane,Sarıyer Hamidiye Etfal Eğitim ve Araştırma Hastanesi,41.157815,29.027561,SARIYER,OSM
polis,,40.984336,28.721325,AVCILAR,OSM
hastane,Zeytinburnu Yesiltepe Aile Sağlık Merkezi,40.991171,28.89786,ZEYTINBURNU,OSM
hastane,Çerkezköy Organize Sanayi Bölgesi Kapaklı Devlet Hastanesi,41.336643,27.992232,,OSM
polis,Üsküdar İlçe emniyet müdürlüğü,41.023899,29.027078,USKUDAR,OSM
polis,silivri ilçe emniyet müdürlüğü,41.072101,28.269262,SILIVRI,OSM
polis,Silivri İlçe Emniyet Müdürlüğü Police department,41.072027,28.269945,SILIVRI,OSM
polis,T.C.K. 1. Bölge Müdürlüğü Avcılar İstasyonu,41.049999,28.686249,ESENYURT,OSM
polis,T. C. K. 1. Bölge Müdürlüğü Esenyurt İstasyonu,41.054602,28.676664,ESENYURT,OSM
polis,T. C. K. 1. Bölge Müdürlüğü Esenyurt İstasyonu,41.053154,28.674203,ESENYURT,OSM
polis,T. C. K. 1. Bölge Müdürlüğü Hadımköy İstasyonu,41.086241,28.631781,ESENYURT,OSM
itfaiye,Kavacık İtfaiye İstasyonu,41.09342,29.098696,BEYKOZ,OSM
itfaiye,Yavuz Sultan Selim İtfaiye İstasyonu,41.225397,29.034226,SARIYER,OSM
polis,,41.035836,28.823258,BAGCILAR,OSM
itfaiye,ARFF 3,41.275357,28.752304,ARNAVUTKOY,OSM
itfaiye,ARFF 2,41.283872,28.713252,ARNAVUTKOY,OSM
hastane,Anadolu Hastanesi,41.082456,28.224431,SILIVRI,OSM
hastane,Girne Aile Sağlığı Merkezi,40.942844,29.139255,MALTEPE,OSM
hastane,Kartal Kızılay Hastanesi,40.890892,29.181978,KARTAL,OSM
hastane,Kadıköy Verem Savaş Dispanseri,40.992901,29.033355,KADIKOY,OSM
hastane,Çekmeköy İlçe Sağlık Müdürlüğü,41.036867,29.1758,CEKMEKOY,OSM
hastane,Üsküdar Cezmi Or Verem Savaş Dispanseri,41.018026,29.012186,USKUDAR,OSM
hastane,Ümraniye Verem Savaş Dispanseri,41.029998,29.089417,UMRANIYE,OSM
hastane,Kartal Dr. Lütfi Kırdar Eğitim ve Araştırma Hastanesi Büyükada Ek Hizmet Binası,40.869982,29.127896,ADALAR,OSM
hastane,Medistanbul Hastanesi,41.09279,28.904795,SULTANGAZI,OSM
hastane,Seyrantepe Hamidiye Etfal Eğitim ve Araştırma Hastanesi,41.103674,28.996108,SARIYER,OSM
itfaiye,Eyüpsultan İtfaiye İstasyonu,41.048144,28.919433,EYUPSULTAN,OSM
polis,Eyüpsultan İlçe Emniyet Müdürlüğü Trafik Tescil Büro Amirliği,41.048232,28.919722,EYUPSULTAN,OSM
polis,,40.764757,29.948875,,OSM
polis,,41.02328,29.058384,USKUDAR,OSM
polis,,41.023137,29.058747,USKUDAR,OSM
polis,,41.023394,29.057846,USKUDAR,OSM
polis,,41.023311,29.057684,USKUDAR,OSM
polis,Bahçeşehir Jandarma Karakolu Komutanlığı,41.066743,28.682426,BASAKSEHIR,OSM
polis,Çerkezköy Jandarma Karakolu,41.292699,28.001436,,OSM
hastane,Özel Abat Cerrahi Tıp Merkezi,40.988868,28.660458,BEYLIKDUZU,OSM
hastane,Eyüpsultan Devlet Hastanesi,41.057438,28.940745,EYUPSULTAN,OSM
polis,Şişli İlçe Emniyet Müdürlüğü,41.067033,28.994964,SISLI,OSM
polis,Kıyı Emniyeti Genel Müdürlüğü Hasdal Yerleşkesi,41.117554,28.941758,EYUPSULTAN,OSM
polis,Çağlayan Polis Merkezi Amirliği,41.071307,28.980873,KAGITHANE,OSM
polis,Alibeyköy Polis Merkezi,41.076388,28.944352,EYUPSULTAN,OSM
polis,İl Jandarma Komutanlığı,40.760998,29.947512,,OSM
itfaiye,Kınalıada İtfaiye İstasyonu,40.907006,29.055844,ADALAR,OSM
itfaiye,Burgazada İtfaiye İstasyonu,40.87939,29.070227,ADALAR,OSM
polis,Güngören İlçe Emniyet Müdürlüğü Merter Polis Merkezi,41.016725,28.884315,GUNGOREN,OSM
polis,,41.017415,28.897325,GUNGOREN,OSM
itfaiye,Akşemsettin İtfaiye İstasyonu,41.091799,28.917217,GAZIOSMANPASA,OSM
hastane,Mercan Hastanesi,40.828399,29.307574,TUZLA,OSM
itfaiye,Şehit Taner Çebi Su Altı Arama Kurtarma İstasyonu,40.999747,28.953307,FATIH,OSM
polis,,40.99249,29.154159,ATASEHIR,OSM
hastane,Kızılay Altıntepe Tıp Merkezi,40.955005,29.104634,MALTEPE,OSM
hastane,Özel Bölge Hastanesi,41.005652,29.215469,SANCAKTEPE,OSM
polis,,40.986877,29.223498,SANCAKTEPE,OSM
hastane,,40.981875,29.220954,SANCAKTEPE,OSM
hastane,,40.982077,29.221955,SANCAKTEPE,OSM
polis,Sancaktepe Polis Merkezi,40.98589,29.227554,SANCAKTEPE,OSM
hastane,Medical Park Hastanesi Ataşehir,40.987814,29.144366,ATASEHIR,OSM
polis,,41.108036,28.911645,SULTANGAZI,OSM
polis,Karadeniz Şehit Gökhan Topçu Polis Merkezi,41.082428,28.881923,GAZIOSMANPASA,OSM
polis,Şehit Mustafa Tezcan Polis Merkezi Amirliği,41.111914,28.849246,SULTANGAZI,OSM
polis,,41.019942,28.907184,ZEYTINBURNU,OSM
itfaiye,Karacaköy İtfaiye İstasyonu,41.155541,29.759693,SILE,OSM
itfaiye,Bağçeşme İtfaiye Müfrezesi,40.771164,29.921013,,OSM
hastane,Kadıköy Florence Nightingale Tıp Merkezi,40.980989,29.042415,KADIKOY,OSM
itfaiye,Tuzla Sahil İtfaiye İstasyonu,40.815073,29.311484,TUZLA,OSM
polis,Polis Karakolu,40.981153,28.857453,BAKIRKOY,OSM
polis,Arnavutköy Polis Merkezi,41.067792,29.044778,BESIKTAS,OSM
polis,Darıca İlçe Emniyet Müdürlüğü,40.789387,29.365991,,OSM
itfaiye,,40.796629,29.39765,,OSM
polis,Devriye Ekipler Amirliği,40.973497,29.092901,KADIKOY,OSM
hastane,Kadıköy Belediyesi Dr. Rana Beşe Sağlık Polikinliği,40.987953,29.048281,KADIKOY,OSM
hastane,Bayındır Hastanesi İçerenköy,40.966934,29.110558,ATASEHIR,OSM
hastane,Merkez Prime Hastanesi,40.821366,29.417835,,OSM
hastane,Medical Park,40.804263,29.439738,,OSM
polis,Sümer Polis Merkezi Amirliği,40.768079,29.902216,,OSM
hastane,Beyciler Sağlık Evi,41.2297,28.115841,SILIVRI,OSM
polis,Yenikent Polis Merkez Amirliği,40.768439,29.809476,,OSM
polis,Derince İlçe Emniyet Müdürlüğü,40.781697,29.810935,,OSM
toplanma_alani,assembly area,41.073086,28.948914,EYUPSULTAN,OSM
toplanma_alani,assembly area,41.072046,28.948218,EYUPSULTAN,OSM
polis,Security Checkpoint,41.037845,28.996126,BESIKTAS,OSM
hastane,Yeşilköy Prof. Dr. Murat Dilmener Acil Durum Hastanesi,40.970244,28.808155,BAKIRKOY,OSM
itfaiye,Kuzey Marmara İtfaiye İstasyonu,41.165414,28.37338,CATALCA,OSM
polis,,41.107866,28.912016,SULTANGAZI,OSM
hastane,Özel Esencan Hastanesi,41.033385,28.676544,ESENYURT,OSM
polis,Kuruçeşme Polis Karakolu,40.76496,29.875808,,OSM
hastane,Şile Devlet Hastanesi,41.162263,29.572415,SILE,OSM
polis,Çayırova İlçe Emniyet Müdürlüğü Binası,40.835897,29.394277,,OSM
hastane,Dünya Göz Suadiye,40.961115,29.07502,KADIKOY,OSM
hastane,Başkent Üniversitesi İstanbul Sağlık Uygulama ve Araştırma Merkezi Hastanesi,41.024908,29.041195,USKUDAR,OSM
polis,,41.030317,28.952453,FATIH,OSM
hastane,Tuzla Ağız ve Diş Sağlığı Polikliniği,40.823699,29.353906,TUZLA,OSM
hastane,Özel Bahçelievler Medicana Hastanesi,41.006468,28.870078,BAHCELIEVLER,OSM
hastane,İstanbul Göz Hastanesi,41.001157,28.871111,BAHCELIEVLER,OSM
hastane,Özel Bahçelievler Medicana Hastanesi,41.006745,28.869872,BAHCELIEVLER,OSM
hastane,Aktif International Hastanesi Bahçelievler,41.007167,28.869588,BAHCELIEVLER,OSM
hastane,,40.995831,28.863057,BAHCELIEVLER,OSM
itfaiye,Ümraniye İtfaiye İstasyonu,41.016133,29.128022,UMRANIYE,OSM
polis,,41.184391,28.735685,ARNAVUTKOY,OSM
polis,Arnavutköy Kaymakamlığı İlçe Jandarma Komutanlığı,41.184417,28.735652,ARNAVUTKOY,OSM
itfaiye,Maltepe İtfaiye İstasyonu,40.9296,29.145157,MALTEPE,OSM
itfaiye,Ortaköy İtfaiye İstasyonu,41.069569,29.041983,BESIKTAS,OSM
polis,Güvercintepe Polis Merkezi,41.073145,28.749916,BASAKSEHIR,OSM
itfaiye,Kocaeli İtfaiyesi,40.752645,29.948202,,OSM
itfaiye,Esenyurt İtfaiye İstasyonu,41.037408,28.669532,ESENYURT,OSM
itfaiye,Derince İtfaiye müfrezesi,40.757955,29.815204,,OSM
itfaiye,,40.757833,29.815402,,OSM
polis,Silivri ilçe Emniyet Müdürlüğü,41.076098,28.249141,SILIVRI,OSM
itfaiye,Kocasinan İtfaiye Okulu,41.014165,28.836629,BAHCELIEVLER,OSM
itfaiye,Bahçelievler (Kocasinan) İtfaiye İstasyonu,41.014051,28.837039,BAHCELIEVLER,OSM
hastane,,41.095677,29.053572,SARIYER,OSM
hastane,,41.095672,29.053913,SARIYER,OSM
hastane,,41.09542,29.053424,SARIYER,OSM
hastane,,41.095388,29.053606,SARIYER,OSM
hastane,,41.095367,29.053796,SARIYER,OSM
hastane,,41.096389,29.053619,SARIYER,OSM
hastane,Sultangazi İlçe Sağlık Müdürlüğü,41.096133,28.867014,SULTANGAZI,OSM
hastane,Lema Clinic,41.052588,28.796045,KUCUKCEKMECE,OSM
polis,Şht. Bülent Üstün Polis Merkezi,40.995203,28.908218,ZEYTINBURNU,OSM
polis,Zeytinburnu İlçe Emniyet Müdürlüğü,40.995532,28.908564,ZEYTINBURNU,OSM
polis,,40.995272,28.908425,ZEYTINBURNU,OSM
polis,Şehit Abdülkadir Sirma Polis Merkezi Amirliği,41.06294,28.718049,AVCILAR,OSM
hastane,İrmet Hastanesi,41.293619,27.995115,,OSM
polis,Gaziosmanpaşa İlçe Emniyet Müdürlüğü,41.087071,28.901244,GAZIOSMANPASA,OSM
polis,Silivri İlçe Jandarma Komutanlığı,41.091043,28.248973,SILIVRI,OSM
hastane,Bayrampaşa İlçe Sağlık Müdürlüğü,41.068,28.884204,BAYRAMPASA,OSM
polis,,41.086995,28.901234,GAZIOSMANPASA,OSM
hastane,Başakşehir Devlet Hastanesi,41.1185,28.808689,BASAKSEHIR,OSM
itfaiye,İstanbul İtfaiyesi,41.0165,28.953516,FATIH,OSM
polis,Alibeyköy Şehit Atıf Ödül Polis Merkezi,41.080463,28.934454,EYUPSULTAN,OSM
polis,Büyükkılıçlı Jandarma Komutanlığı,41.16158,28.189198,SILIVRI,OSM
polis,,41.015476,29.200911,CEKMEKOY,OSM
polis,,41.10452,28.801842,BASAKSEHIR,OSM
hastane,Medipol Üniversitesi Esenler Hastanesi,41.051259,28.866294,ESENLER,OSM
hastane,Medipol Üniversitesi Esenler Hastanesi,41.051388,28.866198,ESENLER,OSM
hastane,Avicenna Hastanesi,41.040833,28.88102,ESENLER,OSM
hastane,T.C. Sağlık Bakanlığı Esenler 8 No'lu Aile Sağlığı Merkezi,41.04359,28.863019,ESENLER,OSM
hastane,,41.055544,28.869131,ESENLER,OSM
hastane,Esenler Kadın Doğum ve Çocuk Hastalıkları Hastanesi,41.055978,28.869111,ESENLER,OSM
hastane,,41.055607,28.86912,ESENLER,OSM
hastane,,41.059795,28.774221,KUCUKCEKMECE,OSM
itfaiye,Körfez Hereke İtfaiye Müfrezesi,40.785329,29.621039,,OSM
hastane,Derince EAH Hereke Semt Polikliniği,40.784314,29.614424,,OSM
polis,,41.004468,29.109199,UMRANIYE,OSM
hastane,,41.006642,28.869899,BAHCELIEVLER,OSM
hastane,Kağıthane Kızılay Hastanesi,41.082675,28.970883,KAGITHANE,OSM
polis,Sarıgazi Polis Merkezi,41.009299,29.215479,SANCAKTEPE,OSM
polis,Körfez Yarımca Polis Karakolu,40.772982,29.757838,,OSM
hastane,S life hastanesi,41.039855,28.652187,ESENYURT,OSM
itfaiye,İstanbul Havalimanı İtfaiyesi,41.249157,28.745932,ARNAVUTKOY,OSM
hastane,Acıbadem Maslak Hastanesi,41.127429,29.025198,SARIYER,OSM
polis,Çengelköy Sabancı Polis Merkezi Amirliği,41.050695,29.052374,USKUDAR,OSM
hastane,,41.002478,29.045479,KADIKOY,OSM
hastane,İstanbul Meslek Hastalıkları Hastanesi,40.94901,29.138794,MALTEPE,OSM
hastane,Memorial,40.99082,29.079859,ATASEHIR,OSM
itfaiye,,40.869214,29.080122,ADALAR,OSM
