tip,ad,lat,lon,ilce,kaynak
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,41.285278,27.990247,,OSM
toplanma_alani,Teverpan Acil Durum Toplanma Bölgesi,41.313135,27.979347,,OSM
toplanma_alani,Acil Toplanma Alanı,41.255497,28.036614,SILIVRI,OSM
toplanma_alani,Acil Durum Toplanma Alanı,41.276882,27.996116,,OSM
toplanma_alani,Acil Durum Toplanma Bölgesi,41.077459,29.012989,SISLI,OSM
toplanma_alani,Acil Toplanma Alanı,41.040801,28.894273,BAYRAMPASA,OSM
toplanma_alani,Acil Durum Toplanma Alanı,41.050886,28.883525,ESENLER,OSM
toplanma_alani,Acil Toplanma Bölgesi,41.044704,28.89539,BAYRAMPASA,OSM
toplanma_alani,,41.085585,28.079973,SILIVRI,OSM
toplanma_alani,Toplanma Noktası,41.06891,28.868035,ESENLER,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,41.07299,28.750797,BASAKSEHIR,OSM
hastane,Patológia,41.003674,28.938335,FATIH,OSM
polis,Silivri Başsavcılığı Denetimli Serbestlik Müdürlüğü,41.075707,28.249247,SILIVRI,OSM
hastane,Aktif International Hospital,41.023016,29.017422,USKUDAR,OSM
toplanma_alani,Acil Durum Toplanma Bölgesi,41.022329,29.016823,USKUDAR,OSM
hastane,Marmara Tıp Merkezi,40.984077,29.058455,KADIKOY,OSM
hastane,Sebahat Mehmet Perver Aile Sağlığı Merkezi,41.444013,27.915519,,OSM
itfaiye,,41.306858,28.24342,SILIVRI,OSM
hastane,Selimpaşa Aile Sağlığı Merkezi,41.055426,28.367117,SILIVRI,OSM
toplanma_alani,Acil Durum Toplanma Noktası,41.096485,28.025702,SILIVRI,OSM
toplanma_alani,Trakya Dent Acil Durum Toplanma Bölgesi,41.285076,28.000733,,OSM
toplanma_alani,Acil Durum Toplanma Noktası,41.002648,29.072046,USKUDAR,OSM
hastane,Medicana Zincirlikuyu Hastanesi,41.071452,29.015177,SISLI,OSM
toplanma_alani,ACİL Toplanma Alanı,40.763822,29.844421,,OSM
toplanma_alani,,40.76187,29.850233,,OSM
toplanma_alani,,40.760344,29.846867,,OSM
toplanma_alani,,40.770087,29.848061,,OSM
toplanma_alani,,40.769257,29.85524,,OSM
toplanma_alani,,40.772544,29.843765,,OSM
toplanma_alani,,40.770781,29.836721,,OSM
hastane,Erdem Hastanesi,41.021568,29.119876,UMRANIYE,OSM
hastane,Merkez Hastanesi,40.801021,29.431734,,OSM
hastane,Eyüp Kemerburgaz Aile Sağlığı Merkezi,41.159064,28.91162,EYUPSULTAN,OSM
hastane,Bağcılar İşitme Engelli Rehabilitasyon Merkezi,41.025423,28.848752,BAGCILAR,OSM
polis,,41.070336,29.006548,SISLI,OSM
hastane,Çekmeköy Devlet Hastanesi,41.037338,29.235232,CEKMEKOY,OSM
hastane,Şehit Prof. İlhan Varank Eğitim ve Araştırma Hastanesi - Çekmeköy Ek Hizmet Binası,41.037807,29.23519,CEKMEKOY,OSM
toplanma_alani,Acil Toplanma Alanı,41.007801,28.785825,KUCUKCEKMECE,OSM
toplanma_alani,Acil Toplanma Alanı,41.039383,28.894812,BAYRAMPASA,OSM
toplanma_alani,Acil Toplanma Alanı,41.039488,28.894081,BAYRAMPASA,OSM
hastane,Özel Belde Tıp Merkezi,41.056701,28.915342,GAZIOSMANPASA,OSM
polis,Büyükada Polis Merkezi Amirliği,40.873149,29.127586,ADALAR,OSM
toplanma_alani,ACİL Toplanma Alanı,40.764261,29.850835,,OSM
toplanma_alani,Erdal Yulalı Parkı,40.976429,28.729277,AVCILAR,OSM
toplanma_alani,Acil Durum Toplanma Bölgesi,41.438576,27.930134,,OSM
hastane,Özel Okmeydanı hastanesi,41.052505,28.959974,BEYOGLU,OSM
hastane,ENT Clinic-Dr. Selcuk Guney,41.055066,28.985262,SISLI,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T2),41.03447,29.257138,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T3),41.033415,29.256257,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T16),41.032973,29.257355,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T4),41.031419,29.257914,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T17),41.028703,29.258164,CEKMEKOY,OSM
toplanma_alani,Acil Durum Deprem Toplanma Noktası (T5),41.031441,29.258807,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T6),41.032513,29.259043,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T7),41.032144,29.259246,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T8),41.031223,29.259831,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T9),41.030265,29.259361,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T10),41.029848,29.259191,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T11),41.033076,29.258698,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T12),41.033267,29.260592,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T13),41.033777,29.261715,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T14),41.032085,29.261724,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T15),41.031188,29.261743,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T18),41.034686,29.259762,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T19),41.035868,29.260694,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T20),41.035814,29.259992,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T21),41.030889,29.258316,CEKMEKOY,OSM
polis,Halıcıoğlu Askeri Şubesi,41.046871,28.942197,BEYOGLU,OSM
polis,Eyüp Asker Şube,41.046916,28.942277,BEYOGLU,OSM
polis,,41.026823,28.983719,BEYOGLU,OSM
hastane,Gültepe Aile Sağlığı Merkezi,41.272324,27.975786,,OSM
toplanma_alani,,40.905913,29.156966,KARTAL,OSM
toplanma_alani,,40.906871,29.158632,KARTAL,OSM
toplanma_alani,,40.905088,29.155742,KARTAL,OSM
polis,Şehit Altuğ Verdi Polis Merkezi,41.019216,29.070222,USKUDAR,OSM
toplanma_alani,,41.241155,27.918343,,OSM
itfaiye,Beyoğlu İtfaiye İstasyonu,41.048448,28.990316,SISLI,OSM
itfaiye,K9 Köpekli Arama Kurtarma Eğitim Merkezi,41.083331,28.740951,BASAKSEHIR,OSM
polis,T.C. Avcılar Kaymakamlığı İlçe Emniyet Müdürlüğü,40.98742,28.710591,AVCILAR,OSM
toplanma_alani,Acil Toplanma Alanı,41.090791,28.964628,EYUPSULTAN,OSM
hastane,İstinye Üniversite Hastanesi,41.056234,28.671977,ESENYURT,OSM
hastane,Özel Lilyum Tıp Merkezi,41.157716,28.62734,ARNAVUTKOY,OSM
polis,Yunus Mahallesi Polis Karakolu,40.89044,29.209958,KARTAL,OSM
hastane,Sevgi Aile Sağlığı Merkezi,41.290959,27.995119,,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,41.06136,28.32156,SILIVRI,OSM
hastane,,41.03157,28.975578,BEYOGLU,OSM
polis,Cumhuriyet Polis Merkezi,40.797034,29.438748,,OSM
hastane,Mazhar Buyruk Aile Sağlığı Merkezi,41.267834,28.030166,,OSM
hastane,,41.028695,28.668366,ESENYURT,OSM
toplanma_alani,,41.102095,29.024463,SARIYER,OSM
toplanma_alani,,41.143131,29.09985,BEYKOZ,OSM
toplanma_alani,,41.142769,29.099682,BEYKOZ,OSM
toplanma_alani,,41.141751,29.100342,BEYKOZ,OSM
toplanma_alani,,41.140616,29.101448,BEYKOZ,OSM
toplanma_alani,,41.139864,29.101693,BEYKOZ,OSM
toplanma_alani,,41.140099,29.103589,BEYKOZ,OSM
toplanma_alani,,41.146708,29.099885,BEYKOZ,OSM
toplanma_alani,,41.146814,29.100769,BEYKOZ,OSM
toplanma_alani,,40.834729,29.365897,TUZLA,OSM
hastane,Özel Medivia Hastanesi,41.052346,29.076136,USKUDAR,OSM
polis,Turizm Polisi,41.007423,28.98154,FATIH,OSM
toplanma_alani,,41.045286,28.965801,BEYOGLU,OSM
toplanma_alani,,41.040239,28.972128,BEYOGLU,OSM
toplanma_alani,,41.040281,28.971945,BEYOGLU,OSM
toplanma_alani,,41.073862,28.9615,KAGITHANE,OSM
toplanma_alani,,41.072659,28.958415,KAGITHANE,OSM
toplanma_alani,,41.073259,28.958361,KAGITHANE,OSM
toplanma_alani,,41.072157,28.958902,KAGITHANE,OSM
toplanma_alani,,41.078947,28.970358,KAGITHANE,OSM
toplanma_alani,,41.075172,28.965061,KAGITHANE,OSM
toplanma_alani,,41.079024,28.963169,KAGITHANE,OSM
toplanma_alani,,41.079945,28.973332,KAGITHANE,OSM
toplanma_alani,,41.080325,28.973768,KAGITHANE,OSM
toplanma_alani,,41.061967,28.975681,SISLI,OSM
toplanma_alani,,41.059966,28.972823,SISLI,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,41.075933,29.008393,SISLI,OSM
toplanma_alani,,41.246472,29.0374,SARIYER,OSM
toplanma_alani,,41.24471,29.032858,SARIYER,OSM
toplanma_alani,,41.216868,29.035119,SARIYER,OSM
toplanma_alani,,41.176843,29.046842,SARIYER,OSM
toplanma_alani,,41.182428,29.042689,SARIYER,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,41.007144,28.635071,BEYLIKDUZU,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,40.975118,28.644892,BEYLIKDUZU,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,40.9674,28.638006,BEYLIKDUZU,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,41.000183,28.639167,BEYLIKDUZU,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,40.965724,28.635861,BEYLIKDUZU,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,40.968269,28.639088,BEYLIKDUZU,OSM
polis,Saray Belediyesi Zabıta Müdürlüğü,41.439285,27.926384,,OSM
hastane,Bağcılar Meydan TRSM,41.035501,28.859777,BAGCILAR,OSM
toplanma_alani,,41.104945,29.023611,SARIYER,OSM
toplanma_alani,,41.102854,29.025537,SARIYER,OSM
toplanma_alani,,41.102221,29.024937,SARIYER,OSM
toplanma_alani,,41.104069,29.023627,SARIYER,OSM
toplanma_alani,,41.170202,28.990876,SARIYER,OSM
polis,Ümraniye İlçe Emniyet Müdürlüğü,41.023793,29.100686,UMRANIYE,OSM
polis,Ümraniye Şehit Numan Şeref Datlı Polis Merkezi,41.019689,29.107198,UMRANIYE,OSM
toplanma_alani,,41.104464,29.020059,SARIYER,OSM
toplanma_alani,,41.102091,29.025654,SARIYER,OSM
toplanma_alani,,41.106738,29.022549,SARIYER,OSM
polis,Turizm Polisi,41.005102,28.974975,FATIH,OSM
hastane,Özel Sondurak Ümran Tıp Merkezi,41.024552,29.099987,UMRANIYE,OSM
hastane,Ayazpaşa Aile Sağlığı Merkezi,41.442783,27.920044,,OSM
toplanma_alani,,41.103729,29.022653,SARIYER,OSM
toplanma_alani,,41.103866,29.023225,SARIYER,OSM
toplanma_alani,,41.10476,29.023722,SARIYER,OSM
toplanma_alani,,41.102712,29.021743,SARIYER,OSM
hastane,Psikiyatri Acil,40.98758,28.862376,BAKIRKOY,OSM
hastane,"ATÜ Erişkin Psikiyatri Poliklinikleri, Hasta Hakları, Sosyal İnceleme",40.987513,28.862067,BAKIRKOY,OSM
polis,,41.007225,28.954073,FATIH,OSM
toplanma_alani,Afet ve Acil Durum Toplanma Alanı,40.976344,28.709327,AVCILAR,OSM
hastane,ttt,40.99382,28.916439,ZEYTINBURNU,OSM
itfaiye,İtfaiye,40.877759,29.059846,ADALAR,OSM
hastane,Acıl Girişi,40.84473,29.303637,TUZLA,OSM
polis,Fatih Belediyesi Zabıta Müdürlüğü Laleli Ekip Amirliği,41.010551,28.956816,FATIH,OSM
hastane,Özel Veni Vidi Göz Merkezi Pendik,40.879951,29.260909,PENDIK,OSM
hastane,MASHAR OSMAN PSİKİYATRİ,40.990901,28.860766,BAKIRKOY,OSM
hastane,Hürriyet Aile Sağlığı Merkezi,41.334734,27.980725,,OSM
hastane,Arnavutköy Devlet Hastanesi,41.177622,28.746945,ARNAVUTKOY,OSM
hastane,Gümüşpınar Mahallesi Sağlık Ocağı,41.313353,28.285449,CATALCA,OSM
hastane,Seyyit Savaş Sağlık Ocağı,40.783752,29.370199,,OSM
hastane,Darıca Yeni Ağız ve Diş Hastanesi,40.790783,29.359665,,OSM
hastane,Şişli Hamidiye Etfal Eğitim ve Araştırma Hastanesi,41.037595,28.990061,BEYOGLU,OSM
itfaiye,Pendik İtfaiye İstasyonu,40.88658,29.236732,PENDIK,OSM
hastane,Özel Çapa Hastanesi,41.013322,28.934176,FATIH,OSM
hastane,İstanbul Bezmialem Vakıf Üniversitesi Valide Sultan Gureba Hastanesi,41.018564,28.935984,FATIH,OSM
hastane,Medilife Çapa Hastanesi,41.01483,28.933462,FATIH,OSM
hastane,İstanbul Esnaf Hastanesi,41.014011,28.962191,FATIH,OSM
hastane,İstanbul Eğitim ve Araştırma Hastanesi,41.003248,28.93804,FATIH,OSM
hastane,SBÜ Sultan Abdülhamid Han Eğitim ve Araştırma Hastanesi,41.001102,29.020715,USKUDAR,OSM
hastane,Şişli Etfal Eğitim ve Araştırma Hastanesi,41.057891,28.990688,SISLI,OSM
hastane,Haydarpaşa Numune Eğitim ve Araştırma Hastanesi,41.004774,29.02296,USKUDAR,OSM
hastane,Dr. Lütfi Kırdar Kartal Eğitim ve Araştırma Hastanesi,40.915143,29.173911,KARTAL,OSM
hastane,Okmeydanı Profesör Doktor Cemil Taşçıoğlu Şehir Hastanesi,41.064511,28.974983,SISLI,OSM
hastane,Göztepe Prof. Dr. Süleyman Yalçın Şehir Hastanesi,40.986722,29.057097,KADIKOY,OSM
hastane,Maltepe Üniversitesi Hastanesi,40.925514,29.135113,MALTEPE,OSM
hastane,,41.084095,29.053221,BESIKTAS,OSM
hastane,Acıbadem International Hospital,40.958922,28.835542,BAKIRKOY,OSM
hastane,Fransız Lape Hastanesi,41.06191,28.990584,SISLI,OSM
polis,T. C. K. 1. Bölge Müdürlüğü Ispartakule İstasyonu,41.05879,28.710034,AVCILAR,OSM
hastane,Erenköy Polikliniği,40.972152,29.076394,KADIKOY,OSM
hastane,Fatih Sultan Mehmet Eğitim ve Araştırma Hastanesi,40.971063,29.104884,ATASEHIR,OSM
hastane,Yeditepe Üniversitesi Kozyatağı Hastanesi,40.968911,29.103692,ATASEHIR,OSM
polis,Maltepe Emniyet Müdürlüğü,40.924437,29.131242,MALTEPE,OSM
hastane,Avicenna Hastanesi,40.979303,29.108622,ATASEHIR,OSM
itfaiye,Kadıköy İtfaiye İstasyonu,40.991252,29.033354,KADIKOY,OSM
hastane,,40.971287,29.107633,ATASEHIR,OSM
itfaiye,Çengelköy İtfaiyesi,41.045059,29.076219,USKUDAR,OSM
hastane,Kolan Hospital-Beylikdüzü,41.006688,28.629635,BEYLIKDUZU,OSM
polis,Kadıköy İskele Polis Merkez Amirliği,40.990523,29.019942,KADIKOY,OSM
hastane,Erenköy Ruh ve Sinir Hastalıkları Eğitim ve Araştırma Hastanesi,40.975014,29.088757,KADIKOY,OSM
polis,Topkapı Sarayı Karakolu,41.012789,28.985608,FATIH,OSM
hastane,Emsey Hastanesi,40.92379,29.288872,PENDIK,OSM
hastane,Haydarpaşa Numune Hastanesi Yeldeğirmeni Semt Polikliniği,40.993071,29.029009,KADIKOY,OSM
hastane,Fatih Medical Park Hastanesi,41.014801,28.952261,FATIH,OSM
hastane,Esenyurt Necmi Kadıoğlu Devlet Hastanesi,41.028691,28.668361,ESENYURT,OSM
itfaiye,ÇOSB. İtfaiye,41.314837,27.979746,,OSM
hastane,Büyükçekmece Devlet Hastanesi Gürpınar Poliklinikleri,40.99647,28.607593,BUYUKCEKMECE,OSM
hastane,İstanbul Tıp Merkezi,41.071065,28.999195,SISLI,OSM
polis,Gazi Karakolu,41.108748,28.894125,SULTANGAZI,OSM
polis,Beylerbeyi Sabancı Polis Evi,41.043652,29.043267,USKUDAR,OSM
hastane,Karakoy Sahil Saglik Denetleme Merkezi,41.022036,28.976632,BEYOGLU,OSM
toplanma_alani,Athletic Center,41.034088,29.257874,CEKMEKOY,OSM
toplanma_alani,Acil Durum Toplanma Noktası (T1),41.033571,29.258605,CEKMEKOY,OSM
hastane,Kocaeli Derince Eğitim ve Araştırma Hastanesi,40.76133,29.812227,,OSM
hastane,Körfez Ağız Ve Diş Sağlığı Merkezi,40.766371,29.775939,,OSM
polis,Güneşli Polis Merkez Amirliği,41.035852,28.823297,BAGCILAR,OSM
polis,,41.059344,28.678168,ESENYURT,OSM
hastane,Kocaeli Devlet Hastanesi,40.767268,29.938919,,OSM
hastane,Anadolu Sağlık Merkezi,40.81803,29.352876,,OSM
hastane,Özel Gazi Hastanesi,41.101003,28.898581,SULTANGAZI,OSM
hastane,Seka Devlet Hastanesi,40.763831,29.900096,,OSM
hastane,Dilovası Devlet Hastanesi,40.788352,29.55662,,OSM
hastane,Kocaeli Üniversitesi Tıp Fakültesi Hastanesi,40.824759,29.918997,,OSM
itfaiye,Sultangazi İtfaiye İstasyonu,41.104211,28.889505,SULTANGAZI,OSM
hastane,Florence Nightingale Hastanesi,40.981628,29.041714,KADIKOY,OSM
polis,Kadıköy İlçe Milli Emniyet Müdürlüğü Çocuk Büro Amirliği,40.987667,29.033684,KADIKOY,OSM
hastane,Dünyagöz,40.976843,29.048003,KADIKOY,OSM
hastane,Esenyurt Devlet Hastanesi (Ek Binası),41.032503,28.683015,ESENYURT,OSM
polis,Kadıköy İskele Zabıta,40.991052,29.021287,KADIKOY,OSM
hastane,Tepe Özel Kliniği,41.036528,29.061565,USKUDAR,OSM
hastane,Erenköy Fizik Tedavi ve Rehabilitasyon Hastanesi,40.974839,29.083684,KADIKOY,OSM
polis,Kadıköy İlçe Emniyet Müdürlüğü,40.980873,29.076384,KADIKOY,OSM
hastane,Dr. Siyami Ersek Göğüs Kalp ve Damar Cerrahisi Eğitim ve Araştırma Hastanesi,41.00399,29.024312,USKUDAR,OSM
hastane,Erenköy Fizik Tedavi ve Reahabilitasyon Hastanesi,40.986065,29.065647,KADIKOY,OSM
hastane,Acıbadem Kadıköy Hastanesi,41.007213,29.043035,KADIKOY,OSM
hastane,Medipol,41.004895,29.034072,KADIKOY,OSM
hastane,Özel Intermed Çiftehavuzlar Polikliniği,40.969291,29.053565,KADIKOY,OSM
hastane,İtalyan Hastanesi - Giovanni Alberto Agnelli,41.028438,28.98111,BEYOGLU,OSM
itfaiye,Binkılıç İtfaiye İstasyonu,41.412649,28.181203,CATALCA,OSM
hastane,Sağlık Merkezi,41.203567,29.070135,SARIYER,OSM
hastane,Beylikdüzü Devlet Hastanesi,41.014722,28.624441,BUYUKCEKMECE,OSM
hastane,Medihaus Tıp Merkezi,41.013371,28.656911,ESENYURT,OSM
hastane,Başakşehir Tıp Merkezi,41.105549,28.79345,BASAKSEHIR,OSM
polis,Polis Noktası,41.286499,27.999035,,OSM
polis,,41.293121,28.00139,,OSM
hastane,Çerkezköy Devlet Hastanesi,41.284478,28.011958,,OSM
itfaiye,Sefaköy İtfaiye İstasyonu,41.022194,28.792992,KUCUKCEKMECE,OSM
itfaiye,,41.278341,27.980417,,OSM
hastane,,41.205065,29.041456,SARIYER,OSM
hastane,Delta Hospital,40.94617,29.125119,MALTEPE,OSM
hastane,Maltepe Üniversitesi Kadın Doğum ve Çocuk Hastanesi,40.926035,29.133318,MALTEPE,OSM
polis,Kısıklı Emniyet Müdürlüğü,41.02321,29.058063,USKUDAR,OSM
hastane,Pendik Devlet Hastanesi Kurtköy Semt Polikliniği,40.92537,29.30788,PENDIK,OSM
polis,Beylikdüzü İlçe Emniyet Müdürlüğü,40.982215,28.658432,BEYLIKDUZU,OSM
toplanma_alani,assembly area,41.068848,28.951218,EYUPSULTAN,OSM
hastane,Acıbadem Hospital,41.003559,28.655904,BEYLIKDUZU,OSM
hastane,Marmara Üniversitesi Pendik Eğitim ve Araştırma Hastanesi,40.886761,29.262695,PENDIK,OSM
hastane,Ümraniye Eğitim ve Araştırma Hastanesi,41.032346,29.101272,UMRANIYE,OSM
hastane,İlgi Hastanesi,41.020909,28.866691,GUNGOREN,OSM
hastane,Aile Hastanesi,40.997404,28.866964,BAHCELIEVLER,OSM
polis,Karaköy Polis Merkezi,41.024539,28.979834,BEYOGLU,OSM
itfaiye,,40.99882,28.802955,BAKIRKOY,OSM
itfaiye,Küçükçekmece İtfaiye İstasyonu,40.995407,28.779957,KUCUKCEKMECE,OSM
polis,Karayolları Denetim İstasyonu,41.063644,28.798632,BASAKSEHIR,OSM
polis,Karayolları Denetim İstasyonu,41.061802,28.801982,KUCUKCEKMECE,OSM
hastane,Memorial Bahçelievler Hastanesi,40.993276,28.852743,BAHCELIEVLER,OSM
hastane,Acıbadem Üniversitesi Hastanesi,41.034913,28.778659,KUCUKCEKMECE,OSM
hastane,Mehmet Akif Ersoy Göğüs Kalp Ve Damar Cerrahisi Eğitim Ve Araştırma Hastanesi,41.033376,28.777027,KUCUKCEKMECE,OSM
hastane,Kanuni Sultan Süleyman Eğitim ve Araştırma Hastanesi,41.054645,28.75957,KUCUKCEKMECE,OSM
polis,Beykoz İlçe Emniyet Müdürlüğü,41.093195,29.101667,BEYKOZ,OSM
hastane,Beykoz Devlet Hastanesi Tepeüstü Ek Hizmet Birimi,41.11061,29.086236,BEYKOZ,OSM
polis,Şile Polis Karakolu,41.17408,29.61586,SILE,OSM
polis,Zabıta Daire Başkanlığı,41.013104,28.956888,FATIH,OSM
polis,T.C. Fatih kaymakamlığı ilçe emniyet müdürlüğü Fatih Şehit Tevfik Fikret Erciyas Polis Merkez Amirliği,41.022073,28.945424,FATIH,OSM
hastane,,41.09016,29.005009,KAGITHANE,OSM
polis,Şht. Hayrettin Yıldırım Polis Amirliği,40.998145,29.078845,ATASEHIR,OSM
polis,Ataşehir İlçe Emniyet Müdürlüğü,40.994892,29.106391,ATASEHIR,OSM
hastane,Çayırova Semt Polikliniği,40.825121,29.384006,,OSM
hastane,Özel Avrasya Hastanesi,41.00325,28.906659,ZEYTINBURNU,OSM
hastane,Çatalca İlyas Çokay Devlet Hastanesi,41.135301,28.466649,CATALCA,OSM
polis,İlçe Emniyet Müdürlüğü,41.135897,28.465294,CATALCA,OSM
hastane,Şile Devlet Hastanesi,41.17454,29.616926,SILE,OSM
polis,Jandarma,40.767819,29.424056,,OSM
hastane,Zeynep Kamil Kadın Ve Çocuk Hastalıkları Eğitim Ve Araştırma Hastanesi,41.015126,29.02628,USKUDAR,OSM
hastane,Acıbadem Kozyatağı Hastanesi,40.976691,29.093114,KADIKOY,OSM
hastane,Memorial Şişli Hastanesi,41.061654,28.972733,SISLI,OSM
toplanma_alani,Cevahir AVM Açık Otopark,41.061021,28.994019,SISLI,OSM
hastane,"Yakacık Kadın, Doğum ve Çocuk Hastalıkları Hastanesi",40.917788,29.219018,KARTAL,OSM
hastane,Bezmialem Üniversitesi Dragos Hastanesi,40.909995,29.137977,MALTEPE,OSM
hastane,Bakırköy Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi,40.993747,28.865394,BAKIRKOY,OSM
hastane,Ataşehir Memorial Hastanesi,40.984232,29.10705,ATASEHIR,OSM
hastane,Liv Hospital Ulus,41.060858,29.028496,BESIKTAS,OSM
hastane,Ethica Hastanesi,40.997233,28.872625,BAKIRKOY,OSM
hastane,Saray Devlet Hastanesi,41.437851,27.930365,,OSM
hastane,Üsküdar Devlet Hastanesi,41.015771,29.038962,USKUDAR,OSM
hastane,Özel Diyabet Hastanesi,40.998238,29.033409,KADIKOY,OSM
hastane,Özel Güngören Hastanesi,41.026879,28.871762,GUNGOREN,OSM
hastane,,41.443089,27.902107,,OSM
hastane,Medical Park,40.995828,28.863052,BAHCELIEVLER,OSM
hastane,Acıbadem Fulya Hastanesi,41.055787,28.999566,BESIKTAS,OSM
polis,Ş. Salih Sevgican Polis Merkezi Amirliği,40.992463,29.154259,ATASEHIR,OSM
itfaiye,,41.324557,27.978781,,OSM
hastane,Medipol Üniversitesi Sefaköy Sağlık Uygulama Merkezi Hastanesi,41.014852,28.798311,KUCUKCEKMECE,OSM
polis,,41.325544,27.980735,,OSM
hastane,Özel Ataşehir Hastanesi,40.986082,29.175636,ATASEHIR,OSM
polis,MİMAROBA POLİS MERKEZİ AMİRLİĞİ,41.01266,28.542065,BUYUKCEKMECE,OSM
itfaiye,Ümraniye İtfaiye İstasyonu,41.016115,29.127943,UMRANIYE,OSM
itfaiye,Gaziosmanpaşa İtfaiye İstasyonu,41.079395,28.893356,GAZIOSMANPASA,OSM
hastane,Avicenna Umut Hastanesi,40.890706,29.177652,KARTAL,OSM
hastane,Or-Ayahim Özel Balat Hastanesi,41.038504,28.945609,FATIH,OSM
polis,,40.938738,29.141731,MALTEPE,OSM
polis,Çinili Polis Karakolu,41.023476,29.029656,USKUDAR,OSM
itfaiye,Erenköy İtfaiye İstasyonu,40.976459,29.068476,KADIKOY,OSM
itfaiye,Çerkezköy Belediyesi İtfaiye,41.289749,27.982852,,OSM
itfaiye,,40.900787,29.30396,PENDIK,OSM
hastane,SBÜ Süreyyapaşa Göğüs Hastalıkları Hastanesi,40.950581,29.140552,MALTEPE,OSM
hastane,Veni Vidi Göz,40.97016,29.063021,KADIKOY,OSM
itfaiye,Adalar İtfaiye İstasyonu,40.871673,29.13761,ADALAR,OSM
hastane,Gökjet Özel Havacılık Mesleki ve Teknik Anadolu Lisesi,41.010627,28.532515,BUYUKCEKMECE,OSM
hastane,Özel Çamlık Hastanesi,40.989387,28.870089,BAKIRKOY,OSM
hastane,Yaşar Hastanesi,40.983764,28.872837,BAKIRKOY,OSM
polis,Yenimahalle Polis Karakolu,40.981079,28.880213,BAKIRKOY,OSM
itfaiye,Büyükçekmece İtfaiye İstasyonu,41.012774,28.544927,BUYUKCEKMECE,OSM
itfaiye,Bakırköy İtfaiye İstasyonu,40.98748,28.881645,BAKIRKOY,OSM
polis,Ataköy Polis Merkezi Amirliği,40.980378,28.862266,BAKIRKOY,OSM
hastane,Medical Park Göztepe,40.99,29.077318,KADIKOY,OSM
itfaiye,Saray İtfaiyesi,41.446658,27.933697,,OSM
hastane,Liv Hospital,41.060796,29.028443,BESIKTAS,OSM
hastane,Medicana Böbrek Nakil Merkezi,41.024655,29.082929,USKUDAR,OSM
polis,Ahmet Yesevi Mahallesi Polis Karakolu,40.972333,29.264209,SULTANBEYLI,OSM
itfaiye,Şişli İtfaiye İstasyonu,41.058104,28.966408,SISLI,OSM
polis,Alemdağ Polis Merkezi,41.049129,29.240469,CEKMEKOY,OSM
hastane,Acıbadem Altunizade Hastanesi,41.019022,29.04634,USKUDAR,OSM
itfaiye,Esenler İtfaiye İstasyonu,41.064507,28.867172,ESENLER,OSM
toplanma_alani,Mehmet Bulur Parkı,41.058094,28.841762,BAGCILAR,OSM
hastane,Medipol Mega Hastaneler Kompleksi,41.058232,28.843386,BAGCILAR,OSM
polis,Şenlikköy Polis Karakolu,40.981024,28.793876,BAKIRKOY,OSM
hastane,Marmaraereğlisi İlçe Hastanesi,40.972973,27.931804,,OSM
hastane,Bahçelievler Devlet Hastanesi,41.006244,28.844367,BAHCELIEVLER,OSM
polis,İstanbul Emniyet Müdürlüğü,41.019424,28.937876,FATIH,OSM
hastane,Üniversal Aksaray Hastanesi,41.012634,28.945298,FATIH,OSM
